Customer_Status,Age,Gender,Income_Level,Tenure_Months,Inactive_Months_In_Last_12,Credit_Limit,Total_Trans_Amount,Total_Trans_Count,Avg_Utilization_Ratio
Existing Customer,62,M,$60K - $80K,36,1,2796.0,4820,74,0.0
Existing Customer,35,M,$60K - $80K,28,3,6921.0,1931,35,0.31
Existing Customer,49,M,$40K - $60K,32,3,3114.0,5219,86,0.71
Existing Customer,51,M,$60K - $80K,42,3,13906.0,3856,68,0.1
Existing Customer,34,F,Less than $40K,29,1,5387.0,2596,59,0.15
Existing Customer,65,M,Unknown,53,2,10775.0,3432,70,0.17
Existing Customer,51,F,$40K - $60K,44,2,16406.0,4075,75,0.0
Existing Customer,51,F,Less than $40K,43,3,3683.0,4684,86,0.28
Existing Customer,42,F,Unknown,36,3,17536.0,1411,28,0.09
Existing Customer,41,M,$120K +,32,3,5489.0,4085,65,0.28
Existing Customer,63,M,Unknown,36,3,7108.0,3787,68,0.08
Attrited Customer,56,M,$60K - $80K,46,3,2340.0,781,15,0.82
Attrited Customer,47,F,Less than $40K,36,2,5667.0,2176,38,0.44
Existing Customer,45,F,Less than $40K,32,1,3335.0,5321,78,0.67
Existing Customer,52,M,$120K +,37,3,14543.0,1536,37,0.0
Existing Customer,49,F,Unknown,43,3,2874.0,4617,89,0.0
Attrited Customer,49,F,$40K - $60K,41,3,1438.3,2030,37,0.36
Attrited Customer,45,F,$40K - $60K,41,3,1477.0,2214,43,0.0
Existing Customer,39,F,$40K - $60K,26,1,2575.0,1487,33,0.55
Existing Customer,56,M,$80K - $120K,36,1,12786.0,1205,19,0.15
Existing Customer,39,M,$60K - $80K,36,3,1982.0,4313,62,0.88
Existing Customer,54,M,$60K - $80K,42,2,3583.0,1065,28,0.0
Existing Customer,42,F,Less than $40K,28,3,3044.0,4854,85,0.61
Existing Customer,42,M,$40K - $60K,36,3,2502.0,3763,75,0.6
Existing Customer,38,F,Less than $40K,32,3,1755.0,5000,79,0.43
Existing Customer,52,F,$40K - $60K,42,3,3416.0,8254,75,0.58
Existing Customer,43,F,Less than $40K,33,4,1884.0,4591,85,0.64
Attrited Customer,51,F,Less than $40K,41,3,2791.0,2584,49,0.34
Existing Customer,37,F,Less than $40K,26,2,2586.0,4883,73,0.32
Existing Customer,52,F,$40K - $60K,41,2,3035.0,4104,79,0.65
